CustomerID,Recency,Frequency,Monetary,Cluster,ClusterLabel,ChurnFlag_Tukey,ChurnFlag_Q3,ChurnFlag,ValueCategory,MarketingSegment,PCA1,PCA2,PCA3_1,PCA3_2,PCA3_3,GPR_Predicted_Monetary,GPR_Uncertainty
12346.0,325,1,77183.6,0,Churn Risk,Active,Churned,Active,High Value,Champions,4.10755358369739,5.439993236315901,4.10755358369739,5.439993236315901,-5.394938649124562,2892.139093273511,3830.477043234181
12347.0,1,7,4310.0,0,Churn Risk,Active,Active,Active,High Value,Champions,0.743043929739806,-0.6707557125182538,0.743043929739806,-0.6707557125182538,-0.08109988355102445,3324.11641941417,3846.654079922359
12348.0,74,4,1797.24,0,Churn Risk,Active,Active,Active,High Value,Champions,0.025229649381672513,-0.17467490673720387,0.025229649381672513,-0.17467490673720387,-0.040439489564192015,1555.0166658368348,3841.582311318027
12349.0,18,1,1757.55,0,Churn Risk,Active,Active,Active,High Value,Champions,-0.0274908018297632,-0.7346032008154799,-0.0274908018297632,-0.7346032008154799,-0.4267218510109161,493.69270176875057,3789.4841153544944
12352.0,35,8,2506.04,0,Churn Risk,Active,Active,Active,High Value,Champions,0.5744479120671848,-0.4271836538142374,0.5744479120671848,-0.4271836538142374,0.21051377416156647,3366.828658168377,3915.8928842415894
12356.0,22,3,2811.43,0,Churn Risk,Active,Active,Active,High Value,Champions,0.2068263527687542,-0.6166993240871665,0.2068263527687542,-0.6166993240871665,-0.3081052220398722,1087.3748171328964,3789.6674632619943
12357.0,32,1,6207.67,0,Churn Risk,Active,Active,Active,High Value,Champions,0.23213647794423736,-0.40752291797141654,0.23213647794423736,-0.40752291797141654,-0.7276547583464942,476.3179684212605,3789.9191807968127
12359.0,57,4,6310.03,0,Churn Risk,Active,Active,Active,High Value,Champions,0.40730097373729723,-0.12530370479198852,0.40730097373729723,-0.12530370479198852,-0.404844490486769,1692.0978174001277,3831.4140432068234
12360.0,51,3,2662.06,0,Churn Risk,Active,Active,Active,High Value,Champions,0.0859008215385227,-0.36099312371462566,0.0859008215385227,-0.36099312371462566,-0.24204968809534227,1130.5741642217486,3818.713047457251
12362.0,2,10,5226.23,0,Churn Risk,Active,Active,Active,High Value,Champions,1.066823644781104,-0.5690733249176687,1.066823644781104,-0.5690733249176687,0.13624326699239156,2805.1808389306607,3869.229498082939
12370.0,50,4,3541.94,0,Churn Risk,Active,Active,Active,High Value,Champions,0.23930123212514906,-0.3132964761720783,0.23930123212514906,-0.3132964761720783,-0.2144127479859211,1501.1291513855858,3835.6733402531004
12371.0,44,2,1887.96,0,Churn Risk,Active,Active,Active,High Value,Champions,-0.02959991658139949,-0.4763216250817952,-0.02959991658139949,-0.4763216250817952,-0.2926613219613985,704.0564424882787,3801.8165529308744
12378.0,129,1,4008.62,0,Churn Risk,Active,Active,Active,High Value,Champions,-0.29184343707035376,0.3712447965937556,-0.29184343707035376,0.3712447965937556,-0.38163748997194563,471.941559342597,3818.923672846318
12380.0,21,4,2724.81,0,Churn Risk,Active,Active,Active,High Value,Champions,0.29226207021254247,-0.6125241520698443,0.29226207021254247,-0.6125241520698443,-0.20933694175191317,1361.373754562147,3797.193132783268
12381.0,4,5,1845.31,0,Churn Risk,Active,Active,Active,High Value,Champions,0.38286448242896054,-0.7888426006625081,0.38286448242896054,-0.7888426006625081,-0.0825944449121125,1805.4161028129165,3807.9597477387097
12383.0,184,5,1850.56,0,Churn Risk,Active,Churned,Active,High Value,Champions,-0.3021428324447624,0.8402841213281862,-0.3021428324447624,0.8402841213281862,0.2587856361818958,1530.8892719070823,4706.201831435552
12388.0,15,6,2780.66,0,Churn Risk,Active,Active,Active,High Value,Champions,0.494473800652424,-0.6300554524979043,0.494473800652424,-0.6300554524979043,-0.03625549022654072,2620.0140524211024,3816.781663759214
12395.0,18,12,3018.63,0,Churn Risk,Active,Active,Active,High Value,Champions,1.02610036514358,-0.4894411392314434,1.02610036514358,-0.4894411392314434,0.5176789294792665,5991.511918278501,3905.942075130927
12397.0,35,2,2409.9,0,Churn Risk,Active,Active,Active,High Value,Champions,0.041371952184452124,-0.534263193128602,0.041371952184452124,-0.534263193128602,-0.3481627767864899,734.7745836838326,3795.5145316014077
12405.0,148,1,1710.39,0,Churn Risk,Active,Churned,Active,High Value,Champions,-0.5258012499962852,0.43969396809890926,-0.5258012499962852,0.43969396809890926,-0.17641968886091267,384.660735442591,3843.8818807665493
12406.0,21,2,3415.3,0,Churn Risk,Active,Active,Active,High Value,Champions,0.16537917084254286,-0.6156815203002634,0.16537917084254286,-0.6156815203002634,-0.4487388699380477,831.3790262180787,3787.6521372919337
12407.0,49,5,1708.1200000000001,0,Churn Risk,Active,Active,Active,High Value,Champions,0.20187309870585735,-0.38779768494903794,0.20187309870585735,-0.38779768494903794,0.012943920879318088,2089.972636989825,3864.0533751273197
12408.0,32,5,2888.55,0,Churn Risk,Active,Active,Active,High Value,Champions,0.3496114434014013,-0.48848258665745886,0.3496114434014013,-0.48848258665745886,-0.10620993388976446,1701.800068295686,3817.132558362814
12409.0,78,3,11072.67,0,Churn Risk,Active,Active,Active,High Value,Champions,0.5745320373941026,0.2620700223027972,0.5745320373941026,0.2620700223027972,-0.8097789874559401,1372.418661067709,3825.486131483459
12415.0,23,21,124914.53,1,High Value,Active,Active,Active,High Value,Champions,10.368306954060222,5.198901270352006,10.368306954060222,5.198901270352006,-7.595351664152524,105031.73898644107,5105.503439393456
12417.0,2,9,3649.1,0,Churn Risk,Active,Active,Active,High Value,Champions,0.8681999633522206,-0.6572165165474201,0.8681999633522206,-0.6572165165474201,0.1580230168938579,2711.343459545761,3892.83892319662
12423.0,0,8,1859.31,0,Churn Risk,Active,Active,Active,High Value,Champions,0.66223723423151,-0.7730345649654108,0.66223723423151,-0.7730345649654108,0.1916564643788135,2436.371772462423,3936.3354053466683
12424.0,162,2,1760.96,0,Churn Risk,Active,Churned,Active,High Value,Champions,-0.487832981202028,0.5857876626015882,-0.487832981202028,0.5857876626015882,-0.059267619540001995,536.3510473038505,3847.5411553130416
12428.0,25,9,7956.46,0,Churn Risk,Active,Active,Active,High Value,Champions,1.0835194740457306,-0.2551201978969481,1.0835194740457306,-0.2551201978969481,-0.11531488317886159,3429.0187902595635,4002.912324995293
12429.0,8,4,3750.4,0,Churn Risk,Active,Active,Active,High Value,Champions,0.4138814110948975,-0.6839839333116828,0.4138814110948975,-0.6839839333116828,-0.3095002524039799,1512.6905393777179,3796.652633671332
12431.0,35,15,6419.95,0,Churn Risk,Active,Active,Active,High Value,Champions,1.4637103159691465,-0.13106494881855293,1.4637103159691465,-0.13106494881855293,0.5825065648019082,3809.153628538902,4297.197588706801
12432.0,42,5,5059.32,0,Churn Risk,Active,Active,Active,High Value,Champions,0.46418444566281214,-0.3002389509315535,0.46418444566281214,-0.3002389509315535,-0.24698470769187209,1902.398719477729,3849.308717198096
12433.0,0,7,13375.87,0,Churn Risk,Active,Active,Active,High Value,Champions,1.3843674306685847,-0.2715691597303035,1.3843674306685847,-0.2715691597303035,-0.7502179166895281,3509.1694350803664,3906.594840591836
12435.0,79,2,7829.89,0,Churn Risk,Active,Active,Active,High Value,Champions,0.2549714887555236,0.10797203537219524,0.2549714887555236,0.10797203537219524,-0.6635139682194047,955.6615041302773,3818.887601752667
12437.0,1,18,4951.41,0,Churn Risk,Active,Active,Active,High Value,Champions,1.7530596374272491,-0.4534973785479952,1.7530596374272491,-0.4534973785479952,0.9089066471392975,6260.139613028284,4079.730484148612
12438.0,13,2,2906.85,0,Churn Risk,Active,Active,Active,High Value,Champions,0.1600859271487447,-0.7109721386482781,0.1600859271487447,-0.7109721386482781,-0.4265081802721651,353.85515346268244,3789.120630260643
12444.0,20,5,5005.46,0,Churn Risk,Active,Active,Active,High Value,Champions,0.544165225976296,-0.5017508596525222,0.544165225976296,-0.5017508596525222,-0.28479223897502226,1970.3837731285805,3811.6568827590063
12449.0,21,4,4067.29,0,Churn Risk,Active,Active,Active,High Value,Champions,0.38666583767286045,-0.5520723047205383,0.38666583767286045,-0.5520723047205383,-0.30813921962349466,1361.373754562147,3797.193132783268
12451.0,10,5,9035.52,0,Churn Risk,Active,Active,Active,High Value,Champions,0.8656372399393083,-0.41077124542386756,0.8656372399393083,-0.41077124542386756,-0.600378922099229,1957.2710748767124,3809.4921646019093
12454.0,55,1,3528.34,0,Churn Risk,Active,Active,Active,High Value,Champions,-0.043851038712625884,-0.32003710924058837,-0.043851038712625884,-0.32003710924058837,-0.4867943934300894,498.6448703170863,3788.832484629573
