CustomerID,Recency,Frequency,Monetary,Cluster,ClusterLabel,ChurnFlag_Tukey,ChurnFlag_Q3,ChurnFlag,ValueCategory,MarketingSegment,PCA1,PCA2,PCA3_1,PCA3_2,PCA3_3,GPR_Predicted_Monetary,GPR_Uncertainty
12441.0,366,1,173.55,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.463939586692186,2.3432572526549875,-1.463939586692186,2.3432572526549875,0.35060403221913417,163.19998272123507,3813.400415088204
12551.0,357,1,168.0,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.4300610402087097,2.261562820536995,-1.4300610402087097,2.261562820536995,0.3339241714248517,449.6557415798129,3833.3709235516153
12651.0,334,1,114.0,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.34628245754886,2.0509952169822006,-1.34628245754886,2.0509952169822006,0.29422824111807233,615.9225321793824,3849.716832658479
12672.0,329,1,225.89999999999998,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.319375365684715,2.0107871185442034,-1.319375365684715,2.0107871185442034,0.27649924247783203,2408.9881923743105,3830.5117418314717
12686.0,371,1,89.14,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.4889135700053773,2.3847032252390674,-1.4889135700053773,2.3847032252390674,0.36630985388937126,262.58092899654025,3806.5091585045093
12734.0,352,1,110.39999999999999,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.4150732607995165,2.213722140514388,-1.4150732607995165,2.213722140514388,0.32866983616822476,64.39507995697204,3911.232749112373
12736.0,332,1,234.0,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.3302287118408977,2.0383000332909313,-1.3302287118408977,2.0383000332909313,0.2815992158626662,1415.1107339365303,3832.497024337756
12738.0,371,1,155.35,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.4842576545030626,2.3876846602049495,-1.4842576545030626,2.3876846602049495,0.36143700750217933,262.58092899654025,3806.5091585045093
12791.0,373,1,192.60000000000002,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.4892535129924926,2.407460808227664,-1.4892535129924926,2.407460808227664,0.362492930591962,320.68992053192596,3862.8933760908085
12797.0,365,1,254.03,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.4544725514837658,2.3378318747966857,-1.4544725514837658,2.3378318747966857,0.3427822564286205,176.85356601495664,3810.4434794180715
12829.0,336,2,293.0,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.253591169781023,2.094279424157276,-1.253591169781023,2.094279424157276,0.3791438380678679,405.5332982500963,4215.560956928157
12855.0,372,1,38.1,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.4963103718292916,2.3914542857041603,-1.4963103718292916,2.3914542857041603,0.3719649388833448,294.8706765406307,3817.1448120452483
13011.0,371,1,50.550000000000004,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.4916272353011686,2.382965518316648,-1.4916272353011686,2.382965518316648,0.36914995571812426,262.58092899654025,3806.5091585045093
13033.0,356,1,190.55,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.424667667363212,2.2535288559459703,-1.424667667363212,2.2535288559459703,0.33036586023500314,431.28050711558717,3840.3756028131684
13065.0,372,1,205.86,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.484513416918125,2.399008515123831,-1.484513416918125,2.399008515123831,0.35961833399110316,294.8706765406307,3817.1448120452483
13144.0,332,1,110.95,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.3388816404402006,2.032759094270363,-1.3388816404402006,2.032759094270363,0.2906553063013305,1415.1107339365303,3832.497024337756
13187.0,336,1,236.02,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.345317253402265,2.074588556396817,-1.345317253402265,2.074588556396817,0.289045360579366,-155.86957713631546,3888.880580442679
13284.0,330,1,201.19,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.3249206306535324,2.018723818378752,-1.3249206306535324,2.018723818378752,0.2802165228293835,2123.131177752901,3829.658471729664
13295.0,359,1,201.20000000000002,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.4353416964293644,2.2811565971413166,-1.4353416964293644,2.2811565971413166,0.33527816169282704,418.92360412216453,3823.893703989434
13304.0,350,1,300.42,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.3940956787606058,2.2041799560122297,-1.3940956787606058,2.2041799560122297,0.3108875605876233,-281.1584123151765,3974.9568648062423
13747.0,373,1,79.6,0,Churn Risk,Churned,Churned,Churned,Low Value,Lost Customers,-1.497199721295794,2.4023724205045904,-1.497199721295794,2.4023724205045904,0.37080937284770416,320.68992053192596,3862.8933760908085
