CustomerID,Recency,Frequency,Monetary,Segment,PCA1,PCA2,SegmentLabel,ChurnStatus,ValueCategory,MarketingSegment,Rank,CustomerFlag
12441.0,366,1,173.55,0,-1.463939586692186,2.3432572526549875,Churn Risk,Churned,Low Value,Lost Customers,3761.0,Normal
12551.0,357,1,168.0,0,-1.4300610402087097,2.261562820536995,Churn Risk,Churned,Low Value,Lost Customers,3789.0,Normal
12651.0,334,1,114.0,0,-1.34628245754886,2.0509952169822006,Churn Risk,Churned,Low Value,Lost Customers,4044.0,Normal
12672.0,329,1,225.89999999999998,0,-1.319375365684715,2.0107871185442034,Churn Risk,Churned,Low Value,Lost Customers,3527.0,Normal
12686.0,371,1,89.14,0,-1.4889135700053773,2.3847032252390674,Churn Risk,Churned,Low Value,Lost Customers,4155.0,Normal
12734.0,352,1,110.39999999999999,0,-1.4150732607995165,2.213722140514388,Churn Risk,Churned,Low Value,Lost Customers,4070.0,Normal
12736.0,332,1,234.0,0,-1.3302287118408977,2.0383000332909313,Churn Risk,Churned,Low Value,Lost Customers,3490.0,Normal
12738.0,371,1,155.35,0,-1.4842576545030626,2.3876846602049495,Churn Risk,Churned,Low Value,Lost Customers,3853.0,Normal
12791.0,373,1,192.60000000000002,0,-1.4892535129924926,2.407460808227664,Churn Risk,Churned,Low Value,Lost Customers,3676.0,Normal
12797.0,365,1,254.03,0,-1.4544725514837658,2.3378318747966857,Churn Risk,Churned,Low Value,Lost Customers,3417.0,Normal
12829.0,336,2,293.0,0,-1.253591169781023,2.094279424157276,Churn Risk,Churned,Low Value,Lost Customers,3285.0,Normal
12855.0,372,1,38.1,0,-1.4963103718292916,2.3914542857041603,Churn Risk,Churned,Low Value,Lost Customers,4238.0,Normal
13011.0,371,1,50.550000000000004,0,-1.4916272353011686,2.382965518316648,Churn Risk,Churned,Low Value,Lost Customers,4224.0,Normal
13033.0,356,1,190.55,0,-1.424667667363212,2.2535288559459703,Churn Risk,Churned,Low Value,Lost Customers,3685.0,Normal
13065.0,372,1,205.86,0,-1.484513416918125,2.399008515123831,Churn Risk,Churned,Low Value,Lost Customers,3615.0,Normal
13144.0,332,1,110.95,0,-1.3388816404402006,2.032759094270363,Churn Risk,Churned,Low Value,Lost Customers,4065.0,Normal
13187.0,336,1,236.02,0,-1.345317253402265,2.074588556396817,Churn Risk,Churned,Low Value,Lost Customers,3483.0,Normal
