CustomerID,Recency,Frequency,Monetary,Segment,PCA1,PCA2,SegmentLabel,ChurnStatus,ValueCategory,MarketingSegment,Rank,CustomerFlag
12353.0,203,1,89.0,0,-0.8492386842218462,0.8643992940851731,Churn Risk,Active,Low Value,New / Occasional,4157.0,Normal
12361.0,286,1,189.9,0,-1.1581780712063228,1.6200422418937697,Churn Risk,Active,Low Value,New / Occasional,3688.0,Normal
12367.0,3,1,168.9,0,-0.08209064082545074,-0.9418809378542182,Churn Risk,Active,Low Value,New / Occasional,3782.0,Normal
12401.0,302,1,84.3,0,-1.2265262636457683,1.7600773262079419,Churn Risk,Active,Low Value,New / Occasional,4164.0,Normal
12402.0,322,1,225.6,0,-1.29274293136948,1.9474278750937184,Churn Risk,Active,Low Value,New / Occasional,3529.0,Normal
12430.0,42,1,256.4,0,-0.22443584446466427,-0.5850145797880875,Churn Risk,Active,Low Value,New / Occasional,3403.0,Normal
12442.0,2,1,172.06,0,-0.07806078106845758,-0.9507880337545388,Churn Risk,Active,Low Value,New / Occasional,3769.0,Normal
12445.0,21,1,133.4,0,-0.153124665712172,-0.7805904706792525,Churn Risk,Active,Low Value,New / Occasional,3965.0,Normal
12450.0,155,2,197.88,0,-0.5710959045171753,0.45205646724079657,Churn Risk,Active,Low Value,New / Occasional,3654.0,Normal
12492.0,62,2,263.21000000000004,0,-0.2123906808134446,-0.3865950533837712,Churn Risk,Active,Low Value,New / Occasional,3387.0,Normal
12506.0,232,1,73.5,0,-0.960750419827627,1.1261336578602616,Churn Risk,Active,Low Value,New / Occasional,4189.0,Normal
12509.0,283,1,176.5,0,-1.1476974233156931,1.5922906682538358,Churn Risk,Active,Low Value,New / Occasional,3750.0,Normal
12512.0,65,2,132.18,0,-0.23302770804253267,-0.36534715973360243,Churn Risk,Active,Low Value,New / Occasional,3969.0,Normal
12522.0,38,2,192.72,0,-0.12596403479624668,-0.606954591942943,Churn Risk,Active,Low Value,New / Occasional,3675.0,Normal
12531.0,14,1,125.22,0,-0.12704635636534406,-0.844304550370957,Churn Risk,Active,Low Value,New / Occasional,3995.0,Normal
12547.0,197,2,207.79999999999998,0,-0.7303195085375879,0.8325775713800895,Churn Risk,Active,Low Value,New / Occasional,3605.0,Normal
12548.0,165,1,95.19999999999999,0,-0.7041121037355749,0.5208016357676541,Churn Risk,Active,Low Value,New / Occasional,4130.0,Normal
12558.0,7,1,269.96,0,-0.09021464725089809,-0.9011326455439678,Churn Risk,Active,Low Value,New / Occasional,3364.0,Normal
12561.0,302,1,238.85,0,-1.2156582415813857,1.7670367095937913,Churn Risk,Active,Low Value,New / Occasional,3475.0,Normal
