CustomerID,Recency,Frequency,Monetary,Segment,PCA1,PCA2,SegmentLabel,ChurnStatus,ValueCategory,MarketingSegment,Rank,CustomerFlag
12346.0,325,1,77183.6,0,4.10755358369739,5.439993236315901,Churn Risk,Active,High Value,Champions,10.0,Top 10
12347.0,1,7,4310.0,0,0.743043929739806,-0.6707557125182538,Churn Risk,Active,High Value,Champions,335.0,Normal
12348.0,74,4,1797.24,0,0.025229649381672513,-0.17467490673720387,Churn Risk,Active,High Value,Champions,1004.0,Normal
12349.0,18,1,1757.55,0,-0.0274908018297632,-0.7346032008154799,Churn Risk,Active,High Value,Champions,1027.0,Normal
12350.0,309,1,334.4,0,-1.2355926551807852,1.8346850586250087,Churn Risk,Active,Medium Value,Loyal Regulars,3074.0,Normal
12352.0,35,8,2506.04,0,0.5744479120671848,-0.4271836538142374,Churn Risk,Active,High Value,Champions,699.0,Normal
12353.0,203,1,89.0,0,-0.8492386842218462,0.8643992940851731,Churn Risk,Active,Low Value,New / Occasional,4157.0,Normal
12354.0,231,1,1079.4,0,-0.8862074546365422,1.1623799239549375,Churn Risk,Active,Medium Value,Loyal Regulars,1551.0,Normal
12355.0,213,1,459.4,0,-0.8612684699517148,0.9715723049881612,Churn Risk,Active,Medium Value,Loyal Regulars,2658.0,Normal
12356.0,22,3,2811.43,0,0.2068263527687542,-0.6166993240871665,Churn Risk,Active,High Value,Champions,595.0,Normal
12357.0,32,1,6207.67,0,0.23213647794423736,-0.40752291797141654,Churn Risk,Active,High Value,Champions,202.0,Normal
12358.0,1,2,1168.06,0,0.0835052375551541,-0.8978625049517851,Churn Risk,Active,Medium Value,Loyal Regulars,1458.0,Normal
12359.0,57,4,6310.03,0,0.40730097373729723,-0.12530370479198852,Churn Risk,Active,High Value,Champions,195.0,Normal
12360.0,51,3,2662.06,0,0.0859008215385227,-0.36099312371462566,Churn Risk,Active,High Value,Champions,643.0,Normal
12361.0,286,1,189.9,0,-1.1581780712063228,1.6200422418937697,Churn Risk,Active,Low Value,New / Occasional,3688.0,Normal
12362.0,2,10,5226.23,0,1.066823644781104,-0.5690733249176687,Churn Risk,Active,High Value,Champions,255.0,Normal
12363.0,109,2,552.0,0,-0.3710422632583469,0.0517305144195846,Churn Risk,Active,Medium Value,Loyal Regulars,2436.0,Normal
12364.0,7,4,1313.1,0,0.24629708044591983,-0.8027848938372398,Churn Risk,Active,Medium Value,Loyal Regulars,1336.0,Normal
12365.0,290,2,641.38,0,-1.0539411677758315,1.6936949992517238,Churn Risk,Active,Medium Value,Loyal Regulars,2227.0,Normal
12367.0,3,1,168.9,0,-0.08209064082545074,-0.9418809378542182,Churn Risk,Active,Low Value,New / Occasional,3782.0,Normal
12370.0,50,4,3541.94,0,0.23930123212514906,-0.3132964761720783,Churn Risk,Active,High Value,Champions,456.0,Normal
12371.0,44,2,1887.96,0,-0.02959991658139949,-0.4763216250817952,Churn Risk,Active,High Value,Champions,942.0,Normal
12372.0,71,3,1298.04,0,-0.08617059205355636,-0.2414271040969629,Churn Risk,Active,Medium Value,Loyal Regulars,1351.0,Normal
12373.0,310,1,364.6,0,-1.2372766254776175,1.8450943546531315,Churn Risk,Active,Medium Value,Loyal Regulars,2955.0,Normal
12374.0,24,1,742.9300000000001,0,-0.12168519717937674,-0.7259951751512144,Churn Risk,Active,Medium Value,Loyal Regulars,2012.0,Normal
12375.0,10,2,457.5,0,-0.0007304702387390634,-0.8484144917043243,Churn Risk,Active,Medium Value,Loyal Regulars,2665.0,Normal
12377.0,314,2,1628.12,0,-1.075936722130199,1.955313256848648,Churn Risk,Active,Medium Value,Loyal Regulars,1104.0,Normal
12378.0,129,1,4008.62,0,-0.29184343707035376,0.3712447965937556,Churn Risk,Active,High Value,Champions,371.0,Normal
12379.0,81,2,852.24,0,-0.2433151363430068,-0.18813262225630842,Churn Risk,Active,Medium Value,Loyal Regulars,1844.0,Normal
12380.0,21,4,2724.81,0,0.29226207021254247,-0.6125241520698443,Churn Risk,Active,High Value,Champions,624.0,Normal
12381.0,4,5,1845.31,0,0.38286448242896054,-0.7888426006625081,Churn Risk,Active,High Value,Champions,968.0,Normal
12383.0,184,5,1850.56,0,-0.3021428324447624,0.8402841213281862,Churn Risk,Active,High Value,Champions,966.0,Normal
12384.0,28,2,585.27,0,-0.0602832789336018,-0.6797719797192153,Churn Risk,Active,Medium Value,Loyal Regulars,2365.0,Normal
12386.0,337,2,401.9,0,-1.2497409224365301,2.1082325795996106,Churn Risk,Churned,Medium Value,At-Risk Regulars,2825.0,Normal
12388.0,15,6,2780.66,0,0.494473800652424,-0.6300554524979043,Churn Risk,Active,High Value,Champions,608.0,Normal
12390.0,79,1,549.84,0,-0.3446839648597586,-0.2369735289448996,Churn Risk,Active,Medium Value,Loyal Regulars,2441.0,Normal
12391.0,21,1,439.66,0,-0.1315883315974016,-0.7667995890503281,Churn Risk,Active,Medium Value,Loyal Regulars,2705.0,Normal
12393.0,71,4,1582.6000000000001,0,0.02155901444967952,-0.21148831352219366,Churn Risk,Active,Medium Value,Loyal Regulars,1135.0,Normal
12394.0,63,2,1272.48,0,-0.14522603019423122,-0.33209825498370554,Churn Risk,Active,Medium Value,Loyal Regulars,1369.0,Normal
12395.0,18,12,3018.63,0,1.02610036514358,-0.4894411392314434,Churn Risk,Active,High Value,Champions,550.0,Normal
12397.0,35,2,2409.9,0,0.041371952184452124,-0.534263193128602,Churn Risk,Active,High Value,Champions,731.0,Normal
12398.0,45,1,1635.6599999999999,0,-0.13886863330089463,-0.49575835786994965,Churn Risk,Active,Medium Value,Loyal Regulars,1101.0,Normal
12399.0,118,4,1108.65,0,-0.19072877083823198,0.19249108745021506,Churn Risk,Active,Medium Value,Loyal Regulars,1519.0,Normal
12401.0,302,1,84.3,0,-1.2265262636457683,1.7600773262079419,Churn Risk,Active,Low Value,New / Occasional,4164.0,Normal
12402.0,322,1,225.6,0,-1.29274293136948,1.9474278750937184,Churn Risk,Active,Low Value,New / Occasional,3529.0,Normal
12403.0,49,1,427.7,0,-0.2390434856837532,-0.5139552097832173,Churn Risk,Active,Medium Value,Loyal Regulars,2738.0,Normal
12405.0,148,1,1710.39,0,-0.5258012499962852,0.43969396809890926,Churn Risk,Active,High Value,Champions,1052.0,Normal
12406.0,21,2,3415.3,0,0.16537917084254286,-0.6156815203002634,Churn Risk,Active,High Value,Champions,477.0,Normal
12407.0,49,5,1708.1200000000001,0,0.20187309870585735,-0.38779768494903794,Churn Risk,Active,High Value,Champions,1054.0,Normal
12408.0,32,5,2888.55,0,0.3496114434014013,-0.48848258665745886,Churn Risk,Active,High Value,Champions,578.0,Normal
12409.0,78,3,11072.67,0,0.5745320373941026,0.2620700223027972,Churn Risk,Active,High Value,Champions,88.0,Normal
12410.0,308,2,693.3299999999999,0,-1.118825671280927,1.8589233381645902,Churn Risk,Active,Medium Value,Loyal Regulars,2105.0,Normal
12412.0,74,3,1226.88,0,-0.10259753529044399,-0.2174832655531623,Churn Risk,Active,Medium Value,Loyal Regulars,1416.0,Normal
12413.0,66,3,758.1,0,-0.10510116762679117,-0.3109875446005194,Churn Risk,Active,Medium Value,Loyal Regulars,1987.0,Normal
12414.0,216,3,562.41,0,-0.6900092530085806,1.0376091341396607,Churn Risk,Active,Medium Value,Loyal Regulars,2415.0,Normal
12415.0,23,21,124914.53,1,10.368306954060222,5.198901270352006,High Value,Active,High Value,Champions,6.0,Top 10
12417.0,2,9,3649.1,0,0.8681999633522206,-0.6572165165474201,Churn Risk,Active,High Value,Champions,432.0,Normal
12418.0,112,1,668.58,0,-0.46198647510776947,0.06700322187186877,Churn Risk,Active,Medium Value,Loyal Regulars,2159.0,Normal
12420.0,63,1,600.39,0,-0.2802069119521428,-0.3794875136498255,Churn Risk,Active,Medium Value,Loyal Regulars,2327.0,Normal
12421.0,15,4,807.04,0,0.18024954727438872,-0.7531776403470588,Churn Risk,Active,Medium Value,Loyal Regulars,1906.0,Normal
12422.0,95,3,803.5600000000001,0,-0.2123261699744369,-0.046508153253762605,Churn Risk,Active,Medium Value,Loyal Regulars,1911.0,Normal
12423.0,0,8,1859.31,0,0.66223723423151,-0.7730345649654108,Churn Risk,Active,High Value,Champions,960.0,Normal
12424.0,162,2,1760.96,0,-0.487832981202028,0.5857876626015882,Churn Risk,Active,High Value,Champions,1025.0,Normal
12425.0,77,1,777.2,0,-0.3210806180593854,-0.24483429399945073,Churn Risk,Active,Medium Value,Loyal Regulars,1957.0,Normal
12426.0,194,1,582.73,0,-0.7802505547147215,0.805187430306792,Churn Risk,Active,Medium Value,Loyal Regulars,2374.0,Normal
12427.0,21,3,825.8,0,0.07100364959191904,-0.7151615936137805,Churn Risk,Active,Medium Value,Loyal Regulars,1880.0,Normal
12428.0,25,9,7956.46,0,1.0835194740457306,-0.2551201978969481,Churn Risk,Active,High Value,Champions,138.0,Normal
12429.0,8,4,3750.4,0,0.4138814110948975,-0.6839839333116828,Churn Risk,Active,High Value,Champions,410.0,Normal
12430.0,42,1,256.4,0,-0.22443584446466427,-0.5850145797880875,Churn Risk,Active,Low Value,New / Occasional,3403.0,Normal
12431.0,35,15,6419.95,0,1.4637103159691465,-0.13106494881855293,Churn Risk,Active,High Value,Champions,192.0,Normal
12432.0,42,5,5059.32,0,0.46418444566281214,-0.3002389509315535,Churn Risk,Active,High Value,Champions,267.0,Normal
12433.0,0,7,13375.87,0,1.3843674306685847,-0.2715691597303035,Churn Risk,Active,High Value,Champions,68.0,Normal
